@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
4253,'2018/02/18 22:01:10:133',17,212.934097,-420.362854,1904.825806,64.77,77.47
4254,'2018/02/18 22:01:10:167',17,206.554962,-410.438141,1895.175781,64.77,77.47
4255,'2018/02/18 22:01:10:168',17,206.554962,-410.438141,1895.175781,64.77,77.47
4256,'2018/02/18 22:01:10:203',17,208.399246,-410.893005,1898.06897,64.77,77.47
4257,'2018/02/18 22:01:10:205',17,208.399246,-410.893005,1898.06897,64.77,77.47
4258,'2018/02/18 22:01:10:237',17,206.610611,-416.882141,1894.622925,64.77,77.47
4259,'2018/02/18 22:01:10:240',17,206.610611,-416.882141,1894.622925,64.77,77.47
4260,'2018/02/18 22:01:10:259',17,206.517914,-420.661011,1894.7052,64.77,77.47
4261,'2018/02/18 22:01:10:307',17,203.946884,-422.952332,1889.790161,64.77,77.47
4262,'2018/02/18 22:01:10:310',17,203.946884,-422.952332,1889.790161,64.77,77.47
4263,'2018/02/18 22:01:10:328',17,203.825317,-424.901031,1887.895996,64.77,77.47
4264,'2018/02/18 22:01:10:333',17,203.825317,-424.901031,1887.895996,64.77,77.47
4265,'2018/02/18 22:01:10:361',17,201.646133,-420.168884,1884.722412,64.77,77.47
4266,'2018/02/18 22:01:10:366',17,201.646133,-420.168884,1884.722412,64.77,77.47
4267,'2018/02/18 22:01:10:394',17,202.176987,-419.643066,1885.518188,64.77,77.47
4268,'2018/02/18 22:01:10:399',17,202.176987,-419.643066,1885.518188,64.77,77.47
4269,'2018/02/18 22:01:10:428',17,201.58873,-419.096954,1882.678345,64.77,77.47
4270,'2018/02/18 22:01:10:433',17,201.58873,-419.096954,1882.678345,64.77,77.47
4271,'2018/02/18 22:01:10:460',17,202.774445,-419.272583,1883.168945,64.77,77.47
4272,'2018/02/18 22:01:10:466',17,202.774445,-419.272583,1883.168945,64.77,77.47
4273,'2018/02/18 22:01:10:494',17,203.022629,-420.945221,1883.779419,64.77,77.47
4274,'2018/02/18 22:01:10:499',17,203.022629,-420.945221,1883.779419,64.77,77.47
4275,'2018/02/18 22:01:10:528',17,202.757324,-421.463348,1884.609253,64.77,77.47
4276,'2018/02/18 22:01:10:533',17,202.757324,-421.463348,1884.609253,64.77,77.47
4277,'2018/02/18 22:01:10:565',17,202.613235,-416.554077,1883.894165,64.77,77.47
4278,'2018/02/18 22:01:10:567',17,202.613235,-416.554077,1883.894165,64.77,77.47
4279,'2018/02/18 22:01:10:600',17,202.533783,-419.342316,1884.58313,64.77,77.47
4280,'2018/02/18 22:01:10:601',17,202.533783,-419.342316,1884.58313,64.77,77.47
4281,'2018/02/18 22:01:10:635',17,203.37915,-419.141449,1884.699463,64.77,77.47
4282,'2018/02/18 22:01:10:637',17,203.37915,-419.141449,1884.699463,64.77,77.47
4283,'2018/02/18 22:01:10:669',17,204.921997,-420.069092,1886.368286,64.77,77.47
4284,'2018/02/18 22:01:10:671',17,204.921997,-420.069092,1886.368286,64.77,77.47
4285,'2018/02/18 22:01:10:703',17,206.401993,-420.39621,1888.244629,64.77,77.47
4286,'2018/02/18 22:01:10:705',17,206.401993,-420.39621,1888.244629,64.77,77.47
4287,'2018/02/18 22:01:10:737',17,206.49408,-420.893707,1887.428955,64.77,77.47
4288,'2018/02/18 22:01:10:739',17,206.49408,-420.893707,1887.428955,64.77,77.47
4289,'2018/02/18 22:01:10:771',17,206.028534,-418.826111,1888.600586,64.77,77.47
4290,'2018/02/18 22:01:10:773',17,206.028534,-418.826111,1888.600586,64.77,77.47
4291,'2018/02/18 22:01:10:806',17,206.246674,-419.614838,1889.13208,64.77,77.47
4292,'2018/02/18 22:01:10:809',17,206.246674,-419.614838,1889.13208,64.77,77.47
4293,'2018/02/18 22:01:10:829',17,206.347336,-421.181335,1888.913818,64.77,77.47
4294,'2018/02/18 22:01:10:833',17,206.347336,-421.181335,1888.913818,64.77,77.47
4295,'2018/02/18 22:01:10:866',17,207.355377,-422.509308,1891.128052,64.77,77.47
4296,'2018/02/18 22:01:10:868',17,207.355377,-422.509308,1891.128052,64.77,77.47
4297,'2018/02/18 22:01:10:900',17,207.1297,-423.462372,1891.532959,64.77,77.47
4298,'2018/02/18 22:01:10:902',17,207.1297,-423.462372,1891.532959,64.77,77.47
4299,'2018/02/18 22:01:10:934',17,207.143646,-421.483887,1891.229248,64.77,77.47
4300,'2018/02/18 22:01:10:935',17,207.143646,-421.483887,1891.229248,64.77,77.47
4301,'2018/02/18 22:01:10:971',17,208.791733,-421.697784,1892.574097,64.77,77.47
4302,'2018/02/18 22:01:10:972',17,208.791733,-421.697784,1892.574097,64.77,77.47
4303,'2018/02/18 22:01:11:007',17,210.233368,-428.139343,1893.126953,64.77,77.47
4304,'2018/02/18 22:01:11:008',17,210.233368,-428.139343,1893.126953,64.77,77.47
4305,'2018/02/18 22:01:11:028',17,210.918564,-426.249207,1894.012695,64.77,77.47
4306,'2018/02/18 22:01:11:033',17,210.918564,-426.249207,1894.012695,64.77,77.47
4307,'2018/02/18 22:01:11:063',17,210.142456,-425.254761,1892.663818,64.77,77.47
4308,'2018/02/18 22:01:11:067',17,210.142456,-425.254761,1892.663818,64.77,77.47
4309,'2018/02/18 22:01:11:095',17,209.66806,-425.027191,1891.536133,64.77,77.47
4310,'2018/02/18 22:01:11:099',17,209.66806,-425.027191,1891.536133,64.77,77.47
4311,'2018/02/18 22:01:11:130',17,210.560135,-426.226807,1891.974121,64.77,77.47
4312,'2018/02/18 22:01:11:134',17,210.560135,-426.226807,1891.974121,64.77,77.47
4313,'2018/02/18 22:01:11:166',17,211.477875,-431.847809,1889.386841,64.77,77.47
4314,'2018/02/18 22:01:11:168',17,211.477875,-431.847809,1889.386841,64.77,77.47
4315,'2018/02/18 22:01:11:200',17,210.602814,-429.76532,1890.184082,64.77,77.47
4316,'2018/02/18 22:01:11:202',17,210.602814,-429.76532,1890.184082,64.77,77.47
4317,'2018/02/18 22:01:11:235',17,210.266541,-428.637329,1890.250488,64.77,77.47
4318,'2018/02/18 22:01:11:236',17,210.266541,-428.637329,1890.250488,64.77,77.47
4319,'2018/02/18 22:01:11:270',17,210.226318,-428.730103,1889.000122,64.77,77.47
4320,'2018/02/18 22:01:11:272',17,210.226318,-428.730103,1889.000122,64.77,77.47
4321,'2018/02/18 22:01:11:306',17,210.036865,-433.09491,1885.561035,64.77,77.47
4322,'2018/02/18 22:01:11:307',17,210.036865,-433.09491,1885.561035,64.77,77.47
4323,'2018/02/18 22:01:11:329',17,209.581482,-431.698486,1886.222778,64.77,77.47
4324,'2018/02/18 22:01:11:333',17,209.581482,-431.698486,1886.222778,64.77,77.47
4325,'2018/02/18 22:01:11:364',17,208.725647,-429.38916,1881.978394,64.77,77.47
4326,'2018/02/18 22:01:11:366',17,208.725647,-429.38916,1881.978394,64.77,77.47
4327,'2018/02/18 22:01:11:398',17,208.232162,-428.136902,1881.379395,64.77,77.47
4328,'2018/02/18 22:01:11:402',17,208.232162,-428.136902,1881.379395,64.77,77.47
4329,'2018/02/18 22:01:11:431',17,208.436707,-426.993591,1883.35083,64.77,77.47
4330,'2018/02/18 22:01:11:434',17,208.436707,-426.993591,1883.35083,64.77,77.47
4331,'2018/02/18 22:01:11:465',17,209.103928,-425.765991,1884.659912,64.77,77.47
4332,'2018/02/18 22:01:11:467',17,209.103928,-425.765991,1884.659912,64.77,77.47
4333,'2018/02/18 22:01:11:498',17,209.379791,-447.898071,1873.790161,64.77,77.47
4334,'2018/02/18 22:01:11:500',17,209.379791,-447.898071,1873.790161,64.77,77.47
4335,'2018/02/18 22:01:11:535',17,221.315262,-440.775696,1912.693237,64.77,77.47
4336,'2018/02/18 22:01:11:536',17,221.315262,-440.775696,1912.693237,64.77,77.47
4337,'2018/02/18 22:01:11:571',17,221.344986,-438.363831,1910.709473,64.77,77.47
4338,'2018/02/18 22:01:11:573',17,221.344986,-438.363831,1910.709473,64.77,77.47
4339,'2018/02/18 22:01:11:607',17,224.80751,-436.735107,1910.403809,64.77,77.47
4340,'2018/02/18 22:01:11:609',17,224.80751,-436.735107,1910.403809,64.77,77.47
4341,'2018/02/18 22:01:11:628',17,221.719101,-433.516357,1902.832397,64.77,77.47
4342,'2018/02/18 22:01:11:633',17,221.719101,-433.516357,1902.832397,64.77,77.47
4343,'2018/02/18 22:01:11:662',17,220.676025,-431.606079,1899.884399,64.77,77.47
4344,'2018/02/18 22:01:11:667',17,220.676025,-431.606079,1899.884399,64.77,77.47
4345,'2018/02/18 22:01:11:697',17,218.4841,-468.762115,1868.897705,64.77,77.47
4346,'2018/02/18 22:01:11:700',17,218.4841,-468.762115,1868.897705,64.77,77.47
4347,'2018/02/18 22:01:11:731',17,207.372421,-451.885376,1864.601929,64.77,77.47
4348,'2018/02/18 22:01:11:734',17,207.372421,-451.885376,1864.601929,64.77,77.47
4349,'2018/02/18 22:01:11:766',17,202.267075,-445.62439,1865.062988,64.77,77.47
4350,'2018/02/18 22:01:11:769',17,202.267075,-445.62439,1865.062988,64.77,77.47
4351,'2018/02/18 22:01:11:804',17,206.042572,-445.454071,1866.660645,64.77,77.47
4352,'2018/02/18 22:01:11:805',17,206.042572,-445.454071,1866.660645,64.77,77.47
4353,'2018/02/18 22:01:11:827',17,204.112671,-444.252472,1864.986572,64.77,77.47
4354,'2018/02/18 22:01:11:834',17,204.112671,-444.252472,1864.986572,64.77,77.47
4355,'2018/02/18 22:01:11:863',17,199.92485,-413.136292,1876.65918,64.77,77.47
4356,'2018/02/18 22:01:11:867',17,199.92485,-413.136292,1876.65918,64.77,77.47
4357,'2018/02/18 22:01:11:901',17,204.71225,-426.197693,1874.774658,64.77,77.47
4358,'2018/02/18 22:01:11:903',17,204.71225,-426.197693,1874.774658,64.77,77.47
4359,'2018/02/18 22:01:11:938',17,204.719742,-430.179199,1872.756592,64.77,77.47
4360,'2018/02/18 22:01:11:940',17,204.719742,-430.179199,1872.756592,64.77,77.47
4361,'2018/02/18 22:01:11:974',17,156.716095,-448.242432,1877.582275,64.77,77.47
4362,'2018/02/18 22:01:11:976',17,156.716095,-448.242432,1877.582275,64.77,77.47
4363,'2018/02/18 22:01:11:995',17,203.656235,-434.686676,1870.812988,64.77,77.47
4364,'2018/02/18 22:01:12:000',17,203.656235,-434.686676,1870.812988,64.77,77.47
4365,'2018/02/18 22:01:12:029',17,204.515488,-439.895721,1868.579102,64.77,77.47
4366,'2018/02/18 22:01:12:033',17,204.515488,-439.895721,1868.579102,64.77,77.47
4367,'2018/02/18 22:01:12:064',17,205.769333,-458.462952,1864.628296,64.77,77.47
4368,'2018/02/18 22:01:12:067',17,205.769333,-458.462952,1864.628296,64.77,77.47
4369,'2018/02/18 22:01:12:097',17,204.72258,-452.649872,1866.386475,64.77,77.47
4370,'2018/02/18 22:01:12:101',17,204.72258,-452.649872,1866.386475,64.77,77.47
4371,'2018/02/18 22:01:12:131',17,205.434296,-464.176819,1864.155396,64.77,77.47
4372,'2018/02/18 22:01:12:134',17,205.434296,-464.176819,1864.155396,64.77,77.47
4373,'2018/02/18 22:01:12:166',17,206.687546,-464.185883,1867.195679,64.77,77.47
4374,'2018/02/18 22:01:12:167',17,206.687546,-464.185883,1867.195679,64.77,77.47
4375,'2018/02/18 22:01:20:906',18,0,0,0,64.77,104.14
4376,'2018/02/18 22:01:20:939',18,0,0,0,64.77,104.14
4377,'2018/02/18 22:01:20:941',18,0,0,0,64.77,104.14
4378,'2018/02/18 22:01:20:972',18,0,0,0,64.77,104.14
4379,'2018/02/18 22:01:20:973',18,0,0,0,64.77,104.14
4380,'2018/02/18 22:01:21:007',18,0,0,0,64.77,104.14
4381,'2018/02/18 22:01:21:009',18,0,0,0,64.77,104.14
4382,'2018/02/18 22:01:21:044',18,0,0,0,64.77,104.14
4383,'2018/02/18 22:01:21:045',18,0,0,0,64.77,104.14
4384,'2018/02/18 22:01:21:050',18,0,0,0,64.77,104.14
4385,'2018/02/18 22:01:21:079',18,0,0,0,64.77,104.14
4386,'2018/02/18 22:01:21:084',18,0,0,0,64.77,104.14
4387,'2018/02/18 22:01:21:111',18,0,0,0,64.77,104.14
4388,'2018/02/18 22:01:21:144',18,0,0,0,64.77,104.14
4389,'2018/02/18 22:01:21:145',18,0,0,0,64.77,104.14
4390,'2018/02/18 22:01:21:179',18,0,0,0,64.77,104.14
4391,'2018/02/18 22:01:21:181',18,0,0,0,64.77,104.14
4392,'2018/02/18 22:01:21:185',18,0,0,0,64.77,104.14
4393,'2018/02/18 22:01:21:217',18,0,0,0,64.77,104.14
4394,'2018/02/18 22:01:21:219',18,0,0,0,64.77,104.14
4395,'2018/02/18 22:01:21:239',18,288.571228,-497.818695,2291.206055,64.77,104.14
4396,'2018/02/18 22:01:21:272',18,279.928711,-440.998291,2289.983398,64.77,104.14
4397,'2018/02/18 22:01:21:274',18,279.928711,-440.998291,2289.983398,64.77,104.14
4398,'2018/02/18 22:01:21:307',18,284.125366,-440.963989,2292.80835,64.77,104.14
4399,'2018/02/18 22:01:21:309',18,284.125366,-440.963989,2292.80835,64.77,104.14
4400,'2018/02/18 22:01:21:343',18,292.975342,-436.966553,2303.921387,64.77,104.14
4401,'2018/02/18 22:01:21:344',18,292.975342,-436.966553,2303.921387,64.77,104.14
4402,'2018/02/18 22:01:21:379',18,306.785248,-456.978424,2326.718506,64.77,104.14
4403,'2018/02/18 22:01:21:381',18,306.785248,-456.978424,2326.718506,64.77,104.14
4404,'2018/02/18 22:01:21:384',18,306.785248,-456.978424,2326.718506,64.77,104.14
4405,'2018/02/18 22:01:21:415',18,305.335815,-439.841064,2317.219727,64.77,104.14
4406,'2018/02/18 22:01:21:418',18,305.335815,-439.841064,2317.219727,64.77,104.14
4407,'2018/02/18 22:01:21:449',18,320.942078,-490.581451,2364.351318,64.77,104.14
4408,'2018/02/18 22:01:21:452',18,320.942078,-490.581451,2364.351318,64.77,104.14
4409,'2018/02/18 22:01:21:469',18,321.488708,-495.900177,2367.510986,64.77,104.14
4410,'2018/02/18 22:01:21:502',18,340.355469,-523.26123,2386.48584,64.77,104.14
4411,'2018/02/18 22:01:21:518',18,340.355469,-523.26123,2386.48584,64.77,104.14
4412,'2018/02/18 22:01:21:550',18,349.22522,-483.522614,2377.621338,64.77,104.14
4413,'2018/02/18 22:01:21:552',18,349.22522,-483.522614,2377.621338,64.77,104.14
4414,'2018/02/18 22:01:21:571',18,321.036102,-490.741058,2306.755127,64.77,104.14
4415,'2018/02/18 22:01:21:603',18,316.110107,-520.159119,2321.588379,64.77,104.14
4416,'2018/02/18 22:01:21:619',18,316.110107,-520.159119,2321.588379,64.77,104.14
4417,'2018/02/18 22:01:21:638',18,253.723862,-586.742798,2244.25708,64.77,104.14
4418,'2018/02/18 22:01:21:671',18,248.108917,-593.874756,2246.575928,64.77,104.14
4419,'2018/02/18 22:01:21:673',18,248.108917,-593.874756,2246.575928,64.77,104.14
4420,'2018/02/18 22:01:21:708',18,234.610382,-608.680542,2240.215088,64.77,104.14
4421,'2018/02/18 22:01:21:709',18,234.610382,-608.680542,2240.215088,64.77,104.14
4422,'2018/02/18 22:01:21:743',18,232.755905,-605.991821,2239.500244,64.77,104.14
4423,'2018/02/18 22:01:21:744',18,232.755905,-605.991821,2239.500244,64.77,104.14
4424,'2018/02/18 22:01:21:776',18,213.185257,-607.467163,2217.858154,64.77,104.14
4425,'2018/02/18 22:01:21:778',18,213.185257,-607.467163,2217.858154,64.77,104.14
4426,'2018/02/18 22:01:21:809',18,217.349121,-608.960754,2222.324463,64.77,104.14
4427,'2018/02/18 22:01:21:811',18,217.349121,-608.960754,2222.324463,64.77,104.14
4428,'2018/02/18 22:01:21:843',18,230.104599,-585.315186,2238.703369,64.77,104.14
4429,'2018/02/18 22:01:21:845',18,230.104599,-585.315186,2238.703369,64.77,104.14
4430,'2018/02/18 22:01:21:850',18,230.104599,-585.315186,2238.703369,64.77,104.14
4431,'2018/02/18 22:01:21:878',18,236.766754,-583.740295,2248.526123,64.77,104.14
4432,'2018/02/18 22:01:21:910',18,294.907898,-534.421143,2256.42627,64.77,104.14
4433,'2018/02/18 22:01:21:912',18,294.907898,-534.421143,2256.42627,64.77,104.14
4434,'2018/02/18 22:01:21:944',18,296.648529,-527.112061,2265.366943,64.77,104.14
4435,'2018/02/18 22:01:21:945',18,296.648529,-527.112061,2265.366943,64.77,104.14
4436,'2018/02/18 22:01:21:950',18,296.648529,-527.112061,2265.366943,64.77,104.14
4437,'2018/02/18 22:01:21:977',18,299.176178,-520.913086,2272.002197,64.77,104.14
4438,'2018/02/18 22:01:22:010',18,301.582031,-515.918152,2272.965088,64.77,104.14
4439,'2018/02/18 22:01:22:011',18,301.582031,-515.918152,2272.965088,64.77,104.14
4440,'2018/02/18 22:01:22:042',18,308.638611,-511.414978,2283.258789,64.77,104.14
4441,'2018/02/18 22:01:22:044',18,308.638611,-511.414978,2283.258789,64.77,104.14
4442,'2018/02/18 22:01:22:080',18,306.604279,-514.941833,2284.596436,64.77,104.14
4443,'2018/02/18 22:01:22:082',18,306.604279,-514.941833,2284.596436,64.77,104.14
4444,'2018/02/18 22:01:22:085',18,306.604279,-514.941833,2284.596436,64.77,104.14
4445,'2018/02/18 22:01:22:118',18,303.8414,-513.669556,2280.036133,64.77,104.14
4446,'2018/02/18 22:01:22:119',18,303.8414,-513.669556,2280.036133,64.77,104.14
4447,'2018/02/18 22:01:22:140',18,299.785919,-516.565186,2275.002686,64.77,104.14
4448,'2018/02/18 22:01:22:172',18,298.191376,-511.634155,2274.820801,64.77,104.14
4449,'2018/02/18 22:01:22:188',18,298.191376,-511.634155,2274.820801,64.77,104.14
4450,'2018/02/18 22:01:22:206',18,290.253113,-503.768433,2274.303467,64.77,104.14
4451,'2018/02/18 22:01:22:237',18,291.671783,-500.704712,2278.963379,64.77,104.14
4452,'2018/02/18 22:01:22:252',18,291.671783,-500.704712,2278.963379,64.77,104.14
4453,'2018/02/18 22:01:22:288',18,291.667908,-498.221832,2279.494385,64.77,104.14
4454,'2018/02/18 22:01:22:289',18,291.667908,-498.221832,2279.494385,64.77,104.14
4455,'2018/02/18 22:01:22:310',18,292.780334,-495.578278,2283.742676,64.77,104.14
4456,'2018/02/18 22:01:22:346',18,293.61554,-493.016663,2284.710693,64.77,104.14
4457,'2018/02/18 22:01:22:348',18,293.61554,-493.016663,2284.710693,64.77,104.14
4458,'2018/02/18 22:01:22:352',18,293.61554,-493.016663,2284.710693,64.77,104.14
4459,'2018/02/18 22:01:22:382',18,293.805145,-496.321869,2282.984619,64.77,104.14
4460,'2018/02/18 22:01:22:385',18,293.805145,-496.321869,2282.984619,64.77,104.14
4461,'2018/02/18 22:01:22:415',18,292.240601,-494.86319,2284.523193,64.77,104.14
4462,'2018/02/18 22:01:22:419',18,292.240601,-494.86319,2284.523193,64.77,104.14
4463,'2018/02/18 22:01:22:450',18,288.970062,-492.220642,2283.016846,64.77,104.14
4464,'2018/02/18 22:01:22:452',18,288.970062,-492.220642,2283.016846,64.77,104.14
4465,'2018/02/18 22:01:22:484',18,289.904144,-491.470123,2282.282471,64.77,104.14
4466,'2018/02/18 22:01:22:486',18,289.904144,-491.470123,2282.282471,64.77,104.14
4467,'2018/02/18 22:01:22:517',18,291.031097,-489.389191,2283.839355,64.77,104.14
4468,'2018/02/18 22:01:22:519',18,291.031097,-489.389191,2283.839355,64.77,104.14
4469,'2018/02/18 22:01:22:538',18,292.755157,-492.449005,2292.985596,64.77,104.14
4470,'2018/02/18 22:01:22:572',18,291.140869,-491.085419,2297.421143,64.77,104.14
4471,'2018/02/18 22:01:22:586',18,291.140869,-491.085419,2297.421143,64.77,104.14
4472,'2018/02/18 22:01:22:619',18,291.460754,-488.989014,2301.316895,64.77,104.14
4473,'2018/02/18 22:01:22:620',18,291.460754,-488.989014,2301.316895,64.77,104.14
4474,'2018/02/18 22:01:22:640',18,284.695953,-520.760498,2336.853271,64.77,104.14
4475,'2018/02/18 22:01:22:672',18,291.336639,-547.287231,2288.860107,64.77,104.14
4476,'2018/02/18 22:01:22:688',18,291.336639,-547.287231,2288.860107,64.77,104.14
4477,'2018/02/18 22:01:22:707',18,293.468475,-545.18689,2290.39502,64.77,104.14
4478,'2018/02/18 22:01:22:740',18,291.956635,-524.036865,2296.657959,64.77,104.14
4479,'2018/02/18 22:01:22:742',18,291.956635,-524.036865,2296.657959,64.77,104.14
4480,'2018/02/18 22:01:22:772',18,284.957306,-526.32843,2293.890869,64.77,104.14
4481,'2018/02/18 22:01:22:786',18,284.957306,-526.32843,2293.890869,64.77,104.14
4482,'2018/02/18 22:01:22:806',18,285.612732,-521.729004,2295.393555,64.77,104.14
4483,'2018/02/18 22:01:22:839',18,285.586029,-517.221741,2296.414551,64.77,104.14
4484,'2018/02/18 22:01:22:841',18,285.586029,-517.221741,2296.414551,64.77,104.14
4485,'2018/02/18 22:01:22:874',18,282.217346,-517.385986,2294.726318,64.77,104.14
4486,'2018/02/18 22:01:22:875',18,282.217346,-517.385986,2294.726318,64.77,104.14
4487,'2018/02/18 22:01:22:906',18,272.895935,-515.500183,2287.938721,64.77,104.14
4488,'2018/02/18 22:01:22:908',18,272.895935,-515.500183,2287.938721,64.77,104.14
4489,'2018/02/18 22:01:22:942',18,272.305237,-518.332764,2287.02124,64.77,104.14
4490,'2018/02/18 22:01:22:944',18,272.305237,-518.332764,2287.02124,64.77,104.14
4491,'2018/02/18 22:01:22:977',18,271.155304,-523.165039,2287.331299,64.77,104.14
4492,'2018/02/18 22:01:22:979',18,271.155304,-523.165039,2287.331299,64.77,104.14
4493,'2018/02/18 22:01:23:012',18,271.192078,-527.588562,2287.186035,64.77,104.14
4494,'2018/02/18 22:01:23:013',18,271.192078,-527.588562,2287.186035,64.77,104.14
4495,'2018/02/18 22:01:23:018',18,271.192078,-527.588562,2287.186035,64.77,104.14
4496,'2018/02/18 22:01:23:050',18,267.461914,-528.17157,2285.62207,64.77,104.14
4497,'2018/02/18 22:01:23:052',18,267.461914,-528.17157,2285.62207,64.77,104.14
4498,'2018/02/18 22:01:23:086',18,265.723724,-526.944153,2284.926758,64.77,104.14
4499,'2018/02/18 22:01:23:087',18,265.723724,-526.944153,2284.926758,64.77,104.14
4500,'2018/02/18 22:01:23:108',18,263.555511,-535.781128,2283.554199,64.77,104.14
4501,'2018/02/18 22:01:23:140',18,263.086548,-541.567932,2283.5979,64.77,104.14
4502,'2018/02/18 22:01:23:141',18,263.086548,-541.567932,2283.5979,64.77,104.14
4503,'2018/02/18 22:01:23:175',18,264.237122,-545.62915,2285.343994,64.77,104.14
4504,'2018/02/18 22:01:23:177',18,264.237122,-545.62915,2285.343994,64.77,104.14
4505,'2018/02/18 22:01:23:208',18,266.420258,-547.131104,2286.842773,64.77,104.14
4506,'2018/02/18 22:01:23:210',18,266.420258,-547.131104,2286.842773,64.77,104.14
4507,'2018/02/18 22:01:23:243',18,268.469391,-549.067932,2288.004639,64.77,104.14
4508,'2018/02/18 22:01:23:244',18,268.469391,-549.067932,2288.004639,64.77,104.14
4509,'2018/02/18 22:01:23:276',18,273.806427,-557.942627,2289.991699,64.77,104.14
4510,'2018/02/18 22:01:23:278',18,273.806427,-557.942627,2289.991699,64.77,104.14
4511,'2018/02/18 22:01:23:309',18,273.301605,-558.06958,2286.681885,64.77,104.14
4512,'2018/02/18 22:01:23:311',18,273.301605,-558.06958,2286.681885,64.77,104.14
4513,'2018/02/18 22:01:23:344',18,277.085022,-564.766479,2286.136475,64.77,104.14
4514,'2018/02/18 22:01:23:346',18,277.085022,-564.766479,2286.136475,64.77,104.14
4515,'2018/02/18 22:01:23:350',18,277.085022,-564.766479,2286.136475,64.77,104.14
4516,'2018/02/18 22:01:23:379',18,282.243011,-580.227417,2278.267578,64.77,104.14
4517,'2018/02/18 22:01:23:384',18,282.243011,-580.227417,2278.267578,64.77,104.14
4518,'2018/02/18 22:01:23:412',18,279.395447,-572.18219,2279.350098,64.77,104.14
4519,'2018/02/18 22:01:23:417',18,279.395447,-572.18219,2279.350098,64.77,104.14
4520,'2018/02/18 22:01:23:446',18,278.713226,-568.148804,2281.807861,64.77,104.14
4521,'2018/02/18 22:01:23:451',18,278.713226,-568.148804,2281.807861,64.77,104.14
4522,'2018/02/18 22:01:23:481',18,280.092499,-571.605469,2283.318359,64.77,104.14
4523,'2018/02/18 22:01:23:485',18,280.092499,-571.605469,2283.318359,64.77,104.14
4524,'2018/02/18 22:01:23:516',18,280.730072,-578.656067,2279.852051,64.77,104.14
4525,'2018/02/18 22:01:23:519',18,280.730072,-578.656067,2279.852051,64.77,104.14
4526,'2018/02/18 22:01:23:552',18,280.156342,-583.167236,2276.254639,64.77,104.14
4527,'2018/02/18 22:01:23:553',18,280.156342,-583.167236,2276.254639,64.77,104.14
4528,'2018/02/18 22:01:23:587',18,281.60083,-586.954773,2275.22583,64.77,104.14
4529,'2018/02/18 22:01:23:589',18,281.60083,-586.954773,2275.22583,64.77,104.14
4530,'2018/02/18 22:01:23:608',18,281.780609,-590.04541,2275.134277,64.77,104.14
4531,'2018/02/18 22:01:23:641',18,280.274323,-584.974487,2277.421631,64.77,104.14
4532,'2018/02/18 22:01:23:644',18,280.274323,-584.974487,2277.421631,64.77,104.14
4533,'2018/02/18 22:01:23:679',18,279.655243,-583.876953,2277.538574,64.77,104.14
4534,'2018/02/18 22:01:23:681',18,279.655243,-583.876953,2277.538574,64.77,104.14
4535,'2018/02/18 22:01:23:685',18,279.655243,-583.876953,2277.538574,64.77,104.14
4536,'2018/02/18 22:01:23:717',18,270.893829,-564.465454,2269.285156,64.77,104.14
4537,'2018/02/18 22:01:23:719',18,270.893829,-564.465454,2269.285156,64.77,104.14
4538,'2018/02/18 22:01:23:754',18,273.394745,-575.74353,2271.62915,64.77,104.14
4539,'2018/02/18 22:01:23:756',18,273.394745,-575.74353,2271.62915,64.77,104.14
4540,'2018/02/18 22:01:23:776',18,271.481262,-629.492615,2277.134766,64.77,104.14
4541,'2018/02/18 22:01:23:809',18,280.70813,-623.476807,2292.830811,64.77,104.14
4542,'2018/02/18 22:01:23:811',18,280.70813,-623.476807,2292.830811,64.77,104.14
4543,'2018/02/18 22:01:23:817',18,280.70813,-623.476807,2292.830811,64.77,104.14
4544,'2018/02/18 22:01:23:844',18,276.606445,-610.946655,2283.978027,64.77,104.14
4545,'2018/02/18 22:01:23:876',18,276.557159,-626.268127,2283.271484,64.77,104.14
4546,'2018/02/18 22:01:23:878',18,276.557159,-626.268127,2283.271484,64.77,104.14
4547,'2018/02/18 22:01:23:909',18,274.943542,-634.23645,2279.408203,64.77,104.14
4548,'2018/02/18 22:01:23:911',18,274.943542,-634.23645,2279.408203,64.77,104.14
4549,'2018/02/18 22:01:23:917',18,274.943542,-634.23645,2279.408203,64.77,104.14
4550,'2018/02/18 22:01:23:946',18,268.604431,-638.726624,2264.770508,64.77,104.14
4551,'2018/02/18 22:01:23:951',18,268.604431,-638.726624,2264.770508,64.77,104.14
4552,'2018/02/18 22:01:23:980',18,269.190704,-634.603638,2265.702881,64.77,104.14
4553,'2018/02/18 22:01:23:984',18,269.190704,-634.603638,2265.702881,64.77,104.14
4554,'2018/02/18 22:01:24:015',18,271.548431,-629.450073,2263.918701,64.77,104.14
4555,'2018/02/18 22:01:24:019',18,271.548431,-629.450073,2263.918701,64.77,104.14
4556,'2018/02/18 22:01:24:051',18,272.099182,-624.170532,2264.053955,64.77,104.14
4557,'2018/02/18 22:01:24:052',18,272.099182,-624.170532,2264.053955,64.77,104.14
4558,'2018/02/18 22:01:24:085',18,261.276093,-573.99585,2266.476074,64.77,104.14
