@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
3952,'2018/02/18 22:00:54:153',15,162.689392,-165.622742,1011.012329,64.77,25.4
3953,'2018/02/18 22:00:54:154',15,162.689392,-165.622742,1011.012329,64.77,25.4
3954,'2018/02/18 22:00:54:173',15,133.450165,-180.16983,1031.191162,64.77,25.4
3955,'2018/02/18 22:00:54:207',15,155.294479,-170.246994,1052.169556,64.77,25.4
3956,'2018/02/18 22:00:54:222',15,155.294479,-170.246994,1052.169556,64.77,25.4
3957,'2018/02/18 22:00:54:253',15,165.597809,-170.074966,1007.623535,64.77,25.4
3958,'2018/02/18 22:00:54:255',15,165.597809,-170.074966,1007.623535,64.77,25.4
3959,'2018/02/18 22:00:54:287',15,129.885971,-185.12738,1028.44873,64.77,25.4
3960,'2018/02/18 22:00:54:289',15,129.885971,-185.12738,1028.44873,64.77,25.4
3961,'2018/02/18 22:00:54:309',15,165.97023,-168.33255,1003.71875,64.77,25.4
3962,'2018/02/18 22:00:54:314',15,165.97023,-168.33255,1003.71875,64.77,25.4
3963,'2018/02/18 22:00:54:342',15,167.395447,-168.435928,1003.547302,64.77,25.4
3964,'2018/02/18 22:00:54:347',15,167.395447,-168.435928,1003.547302,64.77,25.4
3965,'2018/02/18 22:00:54:377',15,167.691193,-166.675934,1003.161621,64.77,25.4
3966,'2018/02/18 22:00:54:382',15,167.691193,-166.675934,1003.161621,64.77,25.4
3967,'2018/02/18 22:00:54:412',15,167.706726,-166.460175,1003.479675,64.77,25.4
3968,'2018/02/18 22:00:54:415',15,167.706726,-166.460175,1003.479675,64.77,25.4
3969,'2018/02/18 22:00:54:446',15,166.794312,-166.032043,1002.096375,64.77,25.4
3970,'2018/02/18 22:00:54:449',15,166.794312,-166.032043,1002.096375,64.77,25.4
3971,'2018/02/18 22:00:54:480',15,132.20755,-184.696304,1011.240845,64.77,25.4
3972,'2018/02/18 22:00:54:482',15,132.20755,-184.696304,1011.240845,64.77,25.4
3973,'2018/02/18 22:00:54:516',15,169.248642,-165.70694,1003.496338,64.77,25.4
3974,'2018/02/18 22:00:54:518',15,169.248642,-165.70694,1003.496338,64.77,25.4
3975,'2018/02/18 22:00:54:552',15,129.452774,-190.070984,1009.031616,64.77,25.4
3976,'2018/02/18 22:00:54:554',15,129.452774,-190.070984,1009.031616,64.77,25.4
3977,'2018/02/18 22:00:54:587',15,171.07309,-165.569122,1005.142578,64.77,25.4
3978,'2018/02/18 22:00:54:589',15,171.07309,-165.569122,1005.142578,64.77,25.4
3979,'2018/02/18 22:00:54:621',15,171.356339,-164.668411,1004.671997,64.77,25.4
3980,'2018/02/18 22:00:54:622',15,171.356339,-164.668411,1004.671997,64.77,25.4
3981,'2018/02/18 22:00:54:642',15,163.096664,-183.615479,992.705078,64.77,25.4
3982,'2018/02/18 22:00:54:676',15,162.132507,-191.873962,987.27063,64.77,25.4
3983,'2018/02/18 22:00:54:691',15,162.132507,-191.873962,987.27063,64.77,25.4
3984,'2018/02/18 22:00:54:709',15,165.989822,-183.63176,993.48877,64.77,25.4
3985,'2018/02/18 22:00:54:715',15,165.989822,-183.63176,993.48877,64.77,25.4
3986,'2018/02/18 22:00:54:743',15,168.005386,-195.430023,997.057556,64.77,25.4
3987,'2018/02/18 22:00:54:749',15,168.005386,-195.430023,997.057556,64.77,25.4
3988,'2018/02/18 22:00:54:778',15,108.884567,-204.533234,1009.410767,64.77,25.4
3989,'2018/02/18 22:00:54:782',15,108.884567,-204.533234,1009.410767,64.77,25.4
3990,'2018/02/18 22:00:54:813',15,166.210068,-187.948517,993.657715,64.77,25.4
3991,'2018/02/18 22:00:54:816',15,166.210068,-187.948517,993.657715,64.77,25.4
3992,'2018/02/18 22:00:54:846',15,176.342133,-154.289459,989.08136,64.77,25.4
3993,'2018/02/18 22:00:54:849',15,176.342133,-154.289459,989.08136,64.77,25.4
3994,'2018/02/18 22:00:54:878',15,172.861603,-165.067001,992.688049,64.77,25.4
3995,'2018/02/18 22:00:54:882',15,172.861603,-165.067001,992.688049,64.77,25.4
3996,'2018/02/18 22:00:54:914',15,170.018982,-174.62262,989.909058,64.77,25.4
3997,'2018/02/18 22:00:54:916',15,170.018982,-174.62262,989.909058,64.77,25.4
3998,'2018/02/18 22:00:54:947',15,170.447662,-175.474594,990.581604,64.77,25.4
3999,'2018/02/18 22:00:54:949',15,170.447662,-175.474594,990.581604,64.77,25.4
4000,'2018/02/18 22:00:54:983',15,169.430222,-176.738678,982.665344,64.77,25.4
4001,'2018/02/18 22:00:54:985',15,169.430222,-176.738678,982.665344,64.77,25.4
4002,'2018/02/18 22:00:55:019',15,170.723984,-179.877533,984.571716,64.77,25.4
4003,'2018/02/18 22:00:55:021',15,170.723984,-179.877533,984.571716,64.77,25.4
4004,'2018/02/18 22:00:55:054',15,171.262024,-180.640259,986.74939,64.77,25.4
4005,'2018/02/18 22:00:55:056',15,171.262024,-180.640259,986.74939,64.77,25.4
4006,'2018/02/18 22:00:59:454',16,185.944534,-259.825623,1439.697388,64.77,49.53
4007,'2018/02/18 22:00:59:455',16,185.944534,-259.825623,1439.697388,64.77,49.53
4008,'2018/02/18 22:00:59:491',16,186.071136,-262.711365,1437.509766,64.77,49.53
4009,'2018/02/18 22:00:59:492',16,186.071136,-262.711365,1437.509766,64.77,49.53
4010,'2018/02/18 22:00:59:498',16,186.071136,-262.711365,1437.509766,64.77,49.53
4011,'2018/02/18 22:00:59:516',16,185.2379,-265.78186,1435.724731,64.77,49.53
4012,'2018/02/18 22:00:59:551',16,184.880753,-264.760284,1436.777832,64.77,49.53
4013,'2018/02/18 22:00:59:552',16,184.880753,-264.760284,1436.777832,64.77,49.53
4014,'2018/02/18 22:00:59:587',16,184.033539,-263.402466,1436.850586,64.77,49.53
4015,'2018/02/18 22:00:59:589',16,184.033539,-263.402466,1436.850586,64.77,49.53
4016,'2018/02/18 22:00:59:625',16,182.867569,-265.807556,1434.313965,64.77,49.53
4017,'2018/02/18 22:00:59:627',16,182.867569,-265.807556,1434.313965,64.77,49.53
4018,'2018/02/18 22:00:59:632',16,182.867569,-265.807556,1434.313965,64.77,49.53
4019,'2018/02/18 22:00:59:650',16,182.615036,-265.617737,1434.574707,64.77,49.53
4020,'2018/02/18 22:00:59:686',16,182.763031,-266.316589,1435.139404,64.77,49.53
4021,'2018/02/18 22:00:59:688',16,182.763031,-266.316589,1435.139404,64.77,49.53
4022,'2018/02/18 22:00:59:721',16,182.776642,-266.276581,1435.566772,64.77,49.53
4023,'2018/02/18 22:00:59:723',16,182.776642,-266.276581,1435.566772,64.77,49.53
4024,'2018/02/18 22:00:59:756',16,182.712296,-265.401978,1435.872559,64.77,49.53
4025,'2018/02/18 22:00:59:758',16,182.712296,-265.401978,1435.872559,64.77,49.53
4026,'2018/02/18 22:00:59:791',16,183.657333,-265.978699,1436.685791,64.77,49.53
4027,'2018/02/18 22:00:59:794',16,183.657333,-265.978699,1436.685791,64.77,49.53
4028,'2018/02/18 22:00:59:799',16,183.657333,-265.978699,1436.685791,64.77,49.53
4029,'2018/02/18 22:00:59:816',16,183.388123,-265.362823,1435.205688,64.77,49.53
4030,'2018/02/18 22:00:59:847',16,185.169891,-265.96524,1436.947266,64.77,49.53
4031,'2018/02/18 22:00:59:861',16,185.169891,-265.96524,1436.947266,64.77,49.53
4032,'2018/02/18 22:00:59:865',16,185.169891,-265.96524,1436.947266,64.77,49.53
4033,'2018/02/18 22:00:59:882',16,186.066223,-265.01181,1439.049072,64.77,49.53
4034,'2018/02/18 22:00:59:916',16,186.053223,-263.53894,1440.900269,64.77,49.53
4035,'2018/02/18 22:00:59:918',16,186.053223,-263.53894,1440.900269,64.77,49.53
4036,'2018/02/18 22:00:59:953',16,186.723587,-262.599213,1444.350952,64.77,49.53
4037,'2018/02/18 22:00:59:954',16,186.723587,-262.599213,1444.350952,64.77,49.53
4038,'2018/02/18 22:00:59:988',16,186.414719,-260.702362,1444.466797,64.77,49.53
4039,'2018/02/18 22:00:59:990',16,186.414719,-260.702362,1444.466797,64.77,49.53
4040,'2018/02/18 22:01:00:024',16,186.264435,-259.859131,1445.255127,64.77,49.53
4041,'2018/02/18 22:01:00:025',16,186.264435,-259.859131,1445.255127,64.77,49.53
4042,'2018/02/18 22:01:00:057',16,186.945602,-259.491089,1446.863159,64.77,49.53
4043,'2018/02/18 22:01:00:058',16,186.945602,-259.491089,1446.863159,64.77,49.53
4044,'2018/02/18 22:01:00:093',16,189.178986,-268.758484,1448.470093,64.77,49.53
4045,'2018/02/18 22:01:00:094',16,189.178986,-268.758484,1448.470093,64.77,49.53
4046,'2018/02/18 22:01:00:098',16,189.178986,-268.758484,1448.470093,64.77,49.53
4047,'2018/02/18 22:01:00:116',16,188.504913,-264.31073,1447.326538,64.77,49.53
4048,'2018/02/18 22:01:00:148',16,186.873383,-261.829041,1447.257813,64.77,49.53
4049,'2018/02/18 22:01:00:163',16,186.873383,-261.829041,1447.257813,64.77,49.53
4050,'2018/02/18 22:01:00:166',16,186.873383,-261.829041,1447.257813,64.77,49.53
4051,'2018/02/18 22:01:00:183',16,185.515335,-258.138489,1446.519897,64.77,49.53
4052,'2018/02/18 22:01:00:216',16,185.595154,-258.066559,1447.14502,64.77,49.53
4053,'2018/02/18 22:01:00:218',16,185.595154,-258.066559,1447.14502,64.77,49.53
4054,'2018/02/18 22:01:00:250',16,186.279053,-257.530945,1449.150146,64.77,49.53
4055,'2018/02/18 22:01:00:252',16,186.279053,-257.530945,1449.150146,64.77,49.53
4056,'2018/02/18 22:01:00:284',16,186.614594,-256.030457,1449.648804,64.77,49.53
4057,'2018/02/18 22:01:00:285',16,186.614594,-256.030457,1449.648804,64.77,49.53
4058,'2018/02/18 22:01:00:319',16,186.85553,-256.534943,1450.340332,64.77,49.53
4059,'2018/02/18 22:01:00:321',16,186.85553,-256.534943,1450.340332,64.77,49.53
4060,'2018/02/18 22:01:00:353',16,186.903854,-256.509918,1449.652344,64.77,49.53
4061,'2018/02/18 22:01:00:355',16,186.903854,-256.509918,1449.652344,64.77,49.53
4062,'2018/02/18 22:01:00:391',16,186.761734,-255.866211,1449.486328,64.77,49.53
4063,'2018/02/18 22:01:00:393',16,186.761734,-255.866211,1449.486328,64.77,49.53
4064,'2018/02/18 22:01:00:398',16,186.761734,-255.866211,1449.486328,64.77,49.53
4065,'2018/02/18 22:01:00:416',16,186.479095,-255.83313,1448.889648,64.77,49.53
4066,'2018/02/18 22:01:00:446',16,186.154587,-257.097351,1447.971924,64.77,49.53
4067,'2018/02/18 22:01:00:460',16,186.154587,-257.097351,1447.971924,64.77,49.53
4068,'2018/02/18 22:01:00:466',16,186.154587,-257.097351,1447.971924,64.77,49.53
4069,'2018/02/18 22:01:00:483',16,187.582703,-261.600006,1448.189453,64.77,49.53
4070,'2018/02/18 22:01:00:513',16,187.522278,-262.509369,1447.651733,64.77,49.53
4071,'2018/02/18 22:01:00:516',16,187.522278,-262.509369,1447.651733,64.77,49.53
4072,'2018/02/18 22:01:00:549',16,186.462341,-262.970062,1448.267456,64.77,49.53
4073,'2018/02/18 22:01:00:551',16,186.462341,-262.970062,1448.267456,64.77,49.53
4074,'2018/02/18 22:01:00:585',16,185.094269,-268.97937,1446.577637,64.77,49.53
4075,'2018/02/18 22:01:00:586',16,185.094269,-268.97937,1446.577637,64.77,49.53
4076,'2018/02/18 22:01:00:619',16,185.154663,-268.348816,1445.664673,64.77,49.53
4077,'2018/02/18 22:01:00:620',16,185.154663,-268.348816,1445.664673,64.77,49.53
4078,'2018/02/18 22:01:00:654',16,184.643494,-272.687531,1442.942017,64.77,49.53
4079,'2018/02/18 22:01:00:656',16,184.643494,-272.687531,1442.942017,64.77,49.53
4080,'2018/02/18 22:01:00:689',16,184.927383,-272.641479,1443.688965,64.77,49.53
4081,'2018/02/18 22:01:00:690',16,184.927383,-272.641479,1443.688965,64.77,49.53
4082,'2018/02/18 22:01:00:725',16,185.189575,-276.871918,1442.767456,64.77,49.53
4083,'2018/02/18 22:01:00:727',16,185.189575,-276.871918,1442.767456,64.77,49.53
4084,'2018/02/18 22:01:00:732',16,185.189575,-276.871918,1442.767456,64.77,49.53
4085,'2018/02/18 22:01:00:762',16,183.820862,-278.553711,1439.166992,64.77,49.53
4086,'2018/02/18 22:01:00:766',16,183.820862,-278.553711,1439.166992,64.77,49.53
4087,'2018/02/18 22:01:00:783',16,183.725952,-283.591431,1436.359619,64.77,49.53
4088,'2018/02/18 22:01:00:818',16,182.878387,-285.323364,1433.635376,64.77,49.53
4089,'2018/02/18 22:01:00:819',16,182.878387,-285.323364,1433.635376,64.77,49.53
4090,'2018/02/18 22:01:00:854',16,182.446136,-287.624268,1430.146973,64.77,49.53
4091,'2018/02/18 22:01:00:856',16,182.446136,-287.624268,1430.146973,64.77,49.53
4092,'2018/02/18 22:01:00:888',16,182.957352,-289.679626,1427.840576,64.77,49.53
4093,'2018/02/18 22:01:00:889',16,182.957352,-289.679626,1427.840576,64.77,49.53
4094,'2018/02/18 22:01:00:922',16,183.642014,-289.913696,1428.008423,64.77,49.53
4095,'2018/02/18 22:01:00:924',16,183.642014,-289.913696,1428.008423,64.77,49.53
4096,'2018/02/18 22:01:00:958',16,183.488159,-289.24707,1423.124268,64.77,49.53
4097,'2018/02/18 22:01:00:960',16,183.488159,-289.24707,1423.124268,64.77,49.53
4098,'2018/02/18 22:01:00:965',16,183.488159,-289.24707,1423.124268,64.77,49.53
4099,'2018/02/18 22:01:00:983',16,182.285553,-286.727631,1425.253052,64.77,49.53
4100,'2018/02/18 22:01:01:017',16,181.392776,-285.793335,1425.707275,64.77,49.53
4101,'2018/02/18 22:01:01:019',16,181.392776,-285.793335,1425.707275,64.77,49.53
4102,'2018/02/18 22:01:01:054',16,181.764313,-284.589783,1427.002686,64.77,49.53
4103,'2018/02/18 22:01:01:055',16,181.764313,-284.589783,1427.002686,64.77,49.53
4104,'2018/02/18 22:01:01:089',16,181.363693,-285.074097,1426.937622,64.77,49.53
4105,'2018/02/18 22:01:01:091',16,181.363693,-285.074097,1426.937622,64.77,49.53
4106,'2018/02/18 22:01:01:124',16,181.053009,-285.934265,1427.093994,64.77,49.53
4107,'2018/02/18 22:01:01:126',16,181.053009,-285.934265,1427.093994,64.77,49.53
4108,'2018/02/18 22:01:01:132',16,181.053009,-285.934265,1427.093994,64.77,49.53
4109,'2018/02/18 22:01:01:161',16,180.544861,-285.581757,1426.788086,64.77,49.53
4110,'2018/02/18 22:01:01:165',16,180.544861,-285.581757,1426.788086,64.77,49.53
4111,'2018/02/18 22:01:01:183',16,180.928162,-285.518494,1427.414795,64.77,49.53
4112,'2018/02/18 22:01:01:214',16,181.075409,-285.421814,1427.658325,64.77,49.53
4113,'2018/02/18 22:01:01:229',16,181.075409,-285.421814,1427.658325,64.77,49.53
4114,'2018/02/18 22:01:01:233',16,181.075409,-285.421814,1427.658325,64.77,49.53
4115,'2018/02/18 22:01:01:250',16,205.820709,-285.026337,1459.601929,64.77,49.53
4116,'2018/02/18 22:01:01:284',16,197.667572,-282.50238,1451.111328,64.77,49.53
4117,'2018/02/18 22:01:01:286',16,197.667572,-282.50238,1451.111328,64.77,49.53
4118,'2018/02/18 22:01:01:322',16,192.003769,-281.769135,1443.473267,64.77,49.53
4119,'2018/02/18 22:01:01:323',16,192.003769,-281.769135,1443.473267,64.77,49.53
4120,'2018/02/18 22:01:01:359',16,189.689316,-281.598724,1440.871338,64.77,49.53
4121,'2018/02/18 22:01:01:361',16,189.689316,-281.598724,1440.871338,64.77,49.53
4122,'2018/02/18 22:01:01:365',16,189.689316,-281.598724,1440.871338,64.77,49.53
4123,'2018/02/18 22:01:01:394',16,191.291092,-280.965149,1443.908569,64.77,49.53
4124,'2018/02/18 22:01:01:399',16,191.291092,-280.965149,1443.908569,64.77,49.53
4125,'2018/02/18 22:01:01:427',16,193.175125,-279.373962,1445.673828,64.77,49.53
4126,'2018/02/18 22:01:01:432',16,193.175125,-279.373962,1445.673828,64.77,49.53
4127,'2018/02/18 22:01:01:450',16,193.01062,-280.274414,1443.61853,64.77,49.53
4128,'2018/02/18 22:01:01:483',16,192.685593,-282.011536,1443.300781,64.77,49.53
4129,'2018/02/18 22:01:01:485',16,192.685593,-282.011536,1443.300781,64.77,49.53
4130,'2018/02/18 22:01:01:519',16,191.881424,-282.414368,1441.949707,64.77,49.53
4131,'2018/02/18 22:01:01:521',16,191.881424,-282.414368,1441.949707,64.77,49.53
4132,'2018/02/18 22:01:01:554',16,188.350784,-278.603546,1435.439575,64.77,49.53
4133,'2018/02/18 22:01:01:556',16,188.350784,-278.603546,1435.439575,64.77,49.53
4134,'2018/02/18 22:01:01:589',16,189.433701,-278.248535,1437.91748,64.77,49.53
4135,'2018/02/18 22:01:01:591',16,189.433701,-278.248535,1437.91748,64.77,49.53
4136,'2018/02/18 22:01:01:624',16,189.759247,-279.063538,1438.71521,64.77,49.53
4137,'2018/02/18 22:01:01:625',16,189.759247,-279.063538,1438.71521,64.77,49.53
4138,'2018/02/18 22:01:01:632',16,189.759247,-279.063538,1438.71521,64.77,49.53
4139,'2018/02/18 22:01:01:658',16,190.153854,-279.814453,1439.549561,64.77,49.53
4140,'2018/02/18 22:01:01:695',16,190.063721,-280.850006,1439.449951,64.77,49.53
4141,'2018/02/18 22:01:01:697',16,190.063721,-280.850006,1439.449951,64.77,49.53
4142,'2018/02/18 22:01:01:699',16,190.063721,-280.850006,1439.449951,64.77,49.53
4143,'2018/02/18 22:01:01:720',16,189.113052,-282.994781,1436.903442,64.77,49.53
4144,'2018/02/18 22:01:01:755',16,188.987122,-283.130371,1436.52478,64.77,49.53
4145,'2018/02/18 22:01:01:757',16,188.987122,-283.130371,1436.52478,64.77,49.53
4146,'2018/02/18 22:01:01:790',16,189.642059,-284.047119,1436.685059,64.77,49.53
4147,'2018/02/18 22:01:01:792',16,189.642059,-284.047119,1436.685059,64.77,49.53
4148,'2018/02/18 22:01:01:798',16,189.642059,-284.047119,1436.685059,64.77,49.53
4149,'2018/02/18 22:01:01:826',16,190.047043,-282.927673,1437.448486,64.77,49.53
4150,'2018/02/18 22:01:01:832',16,190.047043,-282.927673,1437.448486,64.77,49.53
4151,'2018/02/18 22:01:01:860',16,191.196915,-282.323425,1437.737061,64.77,49.53
4152,'2018/02/18 22:01:01:865',16,191.196915,-282.323425,1437.737061,64.77,49.53
4153,'2018/02/18 22:01:01:894',16,191.062592,-281.090027,1437.297119,64.77,49.53
4154,'2018/02/18 22:01:01:898',16,191.062592,-281.090027,1437.297119,64.77,49.53
4155,'2018/02/18 22:01:01:929',16,190.580093,-279.659363,1436.626831,64.77,49.53
4156,'2018/02/18 22:01:01:933',16,190.580093,-279.659363,1436.626831,64.77,49.53
4157,'2018/02/18 22:01:01:950',16,190.378326,-278.703735,1437.098022,64.77,49.53
4158,'2018/02/18 22:01:01:983',16,189.89296,-278.16272,1437.678833,64.77,49.53
4159,'2018/02/18 22:01:02:000',16,189.89296,-278.16272,1437.678833,64.77,49.53
4160,'2018/02/18 22:01:02:019',16,189.705963,-277.942688,1437.622192,64.77,49.53
4161,'2018/02/18 22:01:02:054',16,189.979126,-277.584808,1438.555786,64.77,49.53
4162,'2018/02/18 22:01:02:056',16,189.979126,-277.584808,1438.555786,64.77,49.53
4163,'2018/02/18 22:01:02:090',16,190.04512,-278.602539,1438.305298,64.77,49.53
4164,'2018/02/18 22:01:02:092',16,190.04512,-278.602539,1438.305298,64.77,49.53
4165,'2018/02/18 22:01:02:126',16,189.882462,-279.430756,1437.751587,64.77,49.53
4166,'2018/02/18 22:01:02:128',16,189.882462,-279.430756,1437.751587,64.77,49.53
4167,'2018/02/18 22:01:02:132',16,189.882462,-279.430756,1437.751587,64.77,49.53
4168,'2018/02/18 22:01:02:161',16,189.531906,-280.585999,1436.608154,64.77,49.53
4169,'2018/02/18 22:01:02:165',16,189.531906,-280.585999,1436.608154,64.77,49.53
4170,'2018/02/18 22:01:02:198',16,188.658951,-281.066681,1436.177734,64.77,49.53
4171,'2018/02/18 22:01:02:200',16,188.658951,-281.066681,1436.177734,64.77,49.53
4172,'2018/02/18 22:01:02:220',16,188.605072,-281.803589,1435.811646,64.77,49.53
4173,'2018/02/18 22:01:02:256',16,188.238068,-281.427063,1436.610229,64.77,49.53
4174,'2018/02/18 22:01:02:257',16,188.238068,-281.427063,1436.610229,64.77,49.53
4175,'2018/02/18 22:01:02:294',16,188.175323,-281.58252,1437.035278,64.77,49.53
4176,'2018/02/18 22:01:02:296',16,188.175323,-281.58252,1437.035278,64.77,49.53
4177,'2018/02/18 22:01:02:299',16,188.175323,-281.58252,1437.035278,64.77,49.53
4178,'2018/02/18 22:01:02:318',16,188.926697,-280.204895,1439.107788,64.77,49.53
4179,'2018/02/18 22:01:02:351',16,189.805618,-280.337524,1440.145874,64.77,49.53
4180,'2018/02/18 22:01:02:353',16,189.805618,-280.337524,1440.145874,64.77,49.53
4181,'2018/02/18 22:01:02:387',16,190.141022,-280.466156,1439.26001,64.77,49.53
4182,'2018/02/18 22:01:02:388',16,190.141022,-280.466156,1439.26001,64.77,49.53
4183,'2018/02/18 22:01:02:422',16,190.929581,-281.220581,1438.948853,64.77,49.53
4184,'2018/02/18 22:01:02:424',16,190.929581,-281.220581,1438.948853,64.77,49.53
4185,'2018/02/18 22:01:02:459',16,190.861618,-282.853546,1438.377563,64.77,49.53
4186,'2018/02/18 22:01:02:460',16,190.861618,-282.853546,1438.377563,64.77,49.53
4187,'2018/02/18 22:01:02:465',16,190.861618,-282.853546,1438.377563,64.77,49.53
4188,'2018/02/18 22:01:02:494',16,190.658173,-283.441925,1437.593384,64.77,49.53
4189,'2018/02/18 22:01:02:499',16,190.658173,-283.441925,1437.593384,64.77,49.53
4190,'2018/02/18 22:01:02:530',16,190.373199,-283.298767,1436.157715,64.77,49.53
4191,'2018/02/18 22:01:02:533',16,190.373199,-283.298767,1436.157715,64.77,49.53
4192,'2018/02/18 22:01:02:551',16,190.000763,-284.093048,1435.175293,64.77,49.53
4193,'2018/02/18 22:01:02:587',16,190.098907,-285.113403,1433.621826,64.77,49.53
4194,'2018/02/18 22:01:02:589',16,190.098907,-285.113403,1433.621826,64.77,49.53
4195,'2018/02/18 22:01:02:623',16,190.234924,-285.414978,1433.162964,64.77,49.53
4196,'2018/02/18 22:01:02:625',16,190.234924,-285.414978,1433.162964,64.77,49.53
4197,'2018/02/18 22:01:02:661',16,188.85083,-292.018677,1430.349731,64.77,49.53
4198,'2018/02/18 22:01:02:662',16,188.85083,-292.018677,1430.349731,64.77,49.53
4199,'2018/02/18 22:01:09:235',17,208.890137,-412.172882,1896.613281,64.77,77.47
4200,'2018/02/18 22:01:09:237',17,208.890137,-412.172882,1896.613281,64.77,77.47
4201,'2018/02/18 22:01:09:270',17,212.130035,-420.252411,1897.424316,64.77,77.47
4202,'2018/02/18 22:01:09:272',17,212.130035,-420.252411,1897.424316,64.77,77.47
4203,'2018/02/18 22:01:09:291',17,215.369507,-427.506683,1898.731567,64.77,77.47
4204,'2018/02/18 22:01:09:324',17,216.266266,-428.794617,1898.440674,64.77,77.47
4205,'2018/02/18 22:01:09:340',17,216.266266,-428.794617,1898.440674,64.77,77.47
4206,'2018/02/18 22:01:09:359',17,222.832291,-436.320435,1902.503174,64.77,77.47
4207,'2018/02/18 22:01:09:392',17,223.576035,-434.556274,1905.898682,64.77,77.47
4208,'2018/02/18 22:01:09:394',17,223.576035,-434.556274,1905.898682,64.77,77.47
4209,'2018/02/18 22:01:09:400',17,223.576035,-434.556274,1905.898682,64.77,77.47
4210,'2018/02/18 22:01:09:428',17,221.480438,-433.839233,1904.702271,64.77,77.47
4211,'2018/02/18 22:01:09:433',17,221.480438,-433.839233,1904.702271,64.77,77.47
4212,'2018/02/18 22:01:09:463',17,220.965469,-434.297485,1904.754028,64.77,77.47
4213,'2018/02/18 22:01:09:467',17,220.965469,-434.297485,1904.754028,64.77,77.47
4214,'2018/02/18 22:01:09:499',17,224.220825,-442.330292,1906.416016,64.77,77.47
4215,'2018/02/18 22:01:09:501',17,224.220825,-442.330292,1906.416016,64.77,77.47
4216,'2018/02/18 22:01:09:534',17,222.697067,-440.891479,1905.468506,64.77,77.47
4217,'2018/02/18 22:01:09:535',17,222.697067,-440.891479,1905.468506,64.77,77.47
4218,'2018/02/18 22:01:09:569',17,224.421249,-444.65213,1907.997681,64.77,77.47
4219,'2018/02/18 22:01:09:571',17,224.421249,-444.65213,1907.997681,64.77,77.47
4220,'2018/02/18 22:01:09:606',17,224.365372,-444.979126,1908.111694,64.77,77.47
4221,'2018/02/18 22:01:09:608',17,224.365372,-444.979126,1908.111694,64.77,77.47
4222,'2018/02/18 22:01:09:630',17,220.169403,-450.892517,1902.011841,64.77,77.47
4223,'2018/02/18 22:01:09:634',17,220.169403,-450.892517,1902.011841,64.77,77.47
4224,'2018/02/18 22:01:09:664',17,219.687912,-445.646942,1902.500488,64.77,77.47
4225,'2018/02/18 22:01:09:667',17,219.687912,-445.646942,1902.500488,64.77,77.47
4226,'2018/02/18 22:01:09:700',17,220.471985,-442.777435,1904.333618,64.77,77.47
4227,'2018/02/18 22:01:09:702',17,220.471985,-442.777435,1904.333618,64.77,77.47
4228,'2018/02/18 22:01:09:737',17,220.314835,-440.3172,1904.466553,64.77,77.47
4229,'2018/02/18 22:01:09:738',17,220.314835,-440.3172,1904.466553,64.77,77.47
4230,'2018/02/18 22:01:09:759',17,219.281097,-439.359741,1904.130615,64.77,77.47
4231,'2018/02/18 22:01:09:793',17,216.215103,-438.647034,1900.474609,64.77,77.47
4232,'2018/02/18 22:01:09:794',17,216.215103,-438.647034,1900.474609,64.77,77.47
4233,'2018/02/18 22:01:09:799',17,216.215103,-438.647034,1900.474609,64.77,77.47
4234,'2018/02/18 22:01:09:831',17,212.633026,-430.618805,1901.782471,64.77,77.47
4235,'2018/02/18 22:01:09:833',17,212.633026,-430.618805,1901.782471,64.77,77.47
4236,'2018/02/18 22:01:09:865',17,209.741821,-420.722534,1903.022583,64.77,77.47
4237,'2018/02/18 22:01:09:867',17,209.741821,-420.722534,1903.022583,64.77,77.47
4238,'2018/02/18 22:01:09:904',17,210.373505,-415.869141,1905.080933,64.77,77.47
4239,'2018/02/18 22:01:09:906',17,210.373505,-415.869141,1905.080933,64.77,77.47
4240,'2018/02/18 22:01:09:926',17,210.906067,-402.993103,1910.674438,64.77,77.47
4241,'2018/02/18 22:01:09:933',17,210.906067,-402.993103,1910.674438,64.77,77.47
4242,'2018/02/18 22:01:09:961',17,213.815002,-395.73114,1915.426147,64.77,77.47
4243,'2018/02/18 22:01:09:966',17,213.815002,-395.73114,1915.426147,64.77,77.47
4244,'2018/02/18 22:01:09:998',17,205.615997,-422.161255,1899.670654,64.77,77.47
4245,'2018/02/18 22:01:10:000',17,205.615997,-422.161255,1899.670654,64.77,77.47
4246,'2018/02/18 22:01:10:036',17,216.575439,-452.317322,1905.68042,64.77,77.47
4247,'2018/02/18 22:01:10:038',17,216.575439,-452.317322,1905.68042,64.77,77.47
4248,'2018/02/18 22:01:10:057',17,215.499802,-435.249664,1906.440796,64.77,77.47
4249,'2018/02/18 22:01:10:093',17,214.147247,-425.975159,1905.090088,64.77,77.47
4250,'2018/02/18 22:01:10:095',17,214.147247,-425.975159,1905.090088,64.77,77.47
4251,'2018/02/18 22:01:10:100',17,214.147247,-425.975159,1905.090088,64.77,77.47
4252,'2018/02/18 22:01:10:130',17,212.934097,-420.362854,1904.825806,64.77,77.47
